league,team,player,matches,assists,xAG,minutes,position,assists_minus_xag,assists_minus_xag_90
FRA-Ligue 1,Lorient,Pierre-Yves Hamel,26,2,0.7,879,FW,1.3,0.13310580204778155
FRA-Ligue 1,Lorient,Quentin Boisgard,54,3,3.1999999999999997,2456,"MF,FW",-0.19999999999999973,-0.0073289902280130196
FRA-Ligue 1,Lorient,Romain Faivre,33,4,3.8,2699,"MF,FW",0.20000000000000018,0.006669136717302711
FRA-Ligue 1,Lorient,Siriné Doucouré,23,4,1.9,559,"FW,MF",2.1,0.33810375670840787
FRA-Ligue 1,Lorient,Souleymane Touré,24,1,0.4,2051,DF,0.6,0.026328620185275476
FRA-Ligue 1,Lorient,Stéphane Diarra,56,0,3.4,1788,"MF,FW",-3.4,-0.17114093959731544
FRA-Ligue 1,Lorient,Terem Moffi,87,6,7.6,6170,FW,-1.5999999999999996,-0.023338735818476498
FRA-Ligue 1,Lorient,Thomas Monconduit,61,2,4.2,3401,MF,-2.2,-0.058218171126139376
FRA-Ligue 1,Lorient,Théo Le Bris,57,4,2.8,3029,MF,1.2000000000000002,0.03565533179267085
FRA-Ligue 1,Lorient,Tiemoué Bakayoko,20,1,0.5,1314,MF,0.5,0.03424657534246575
FRA-Ligue 1,Lorient,Tosin Aiyegun,19,0,0.3,902,"MF,FW",-0.3,-0.02993348115299335
FRA-Ligue 1,Lorient,Trevoh Chalobah,29,2,0.7,2237,"DF,MF",1.3,0.052302190433616454
FRA-Ligue 1,Lorient,Vincent Le Goff,106,2,5.3,9237,DF,-3.3,-0.03215329652484573
FRA-Ligue 1,Lorient,Yoane Wissa,38,4,3.5,2674,"MF,FW",0.5,0.016828721017202692
FRA-Ligue 1,Lorient,Yoann Cathline,23,1,0.7,1090,"FW,MF",0.30000000000000004,0.024770642201834864
FRA-Ligue 1,Lyon,Abner,19,1,1.1,1090,DF,-0.10000000000000009,-0.008256880733944962
FRA-Ligue 1,Lyon,Ainsley Maitland-Niles,55,8,5.5,3417,"DF,MF",2.5,0.06584723441615452
FRA-Ligue 1,Lyon,Alexandre Lacazette,94,9,10.7,7273,FW,-1.6999999999999993,-0.021036711123332868
FRA-Ligue 1,Lyon,Amin Sarr,16,1,0.6000000000000001,635,FW,0.3999999999999999,0.05669291338582676
FRA-Ligue 1,Lyon,Anthony Lopes,229,0,0.5,20468,GK,-0.5,-0.0021985538401407072
FRA-Ligue 1,Lyon,Bertrand Traoré,88,9,8.5,5654,FW,0.5,0.007958967102935975
FRA-Ligue 1,Lyon,Bradley Barcola,40,9,4.8,1973,"FW,MF",4.2,0.1915864166244298
FRA-Ligue 1,Lyon,Bruno Guimarães,56,4,6.1,3658,MF,-2.0999999999999996,-0.051667577911426996
FRA-Ligue 1,Lyon,Castello Lukeba,58,0,0.5,5081,DF,-0.5,-0.00885652430623893
FRA-Ligue 1,Lyon,Clinton Mata,57,7,3.6,4590,DF,3.4,0.06666666666666667
FRA-Ligue 1,Lyon,Corentin Tolisso,87,7,11.100000000000001,6106,MF,-4.100000000000001,-0.060432361611529664
FRA-Ligue 1,Lyon,Damien Da Silva,24,0,0.5,1464,DF,-0.5,-0.030737704918032786
FRA-Ligue 1,Lyon,Dejan Lovren,27,0,0.5,2177,DF,-0.5,-0.02067064768029398
FRA-Ligue 1,Lyon,Duje Ćaleta-Car,43,0,1.1,3577,DF,-1.1,-0.027676824154319265
FRA-Ligue 1,Lyon,Emerson Palmieri,29,2,3.6,2264,DF,-1.6,-0.06360424028268552
FRA-Ligue 1,Lyon,Ernest Nuamah,52,3,5.3,2890,"FW,MF",-2.3,-0.07162629757785466
FRA-Ligue 1,Lyon,Ferland Mendy,57,6,5.6,4653,DF,0.40000000000000036,0.00773694390715668
FRA-Ligue 1,Lyon,Fernando Marçal,42,4,2.5999999999999996,3080,DF,1.4000000000000004,0.040909090909090916
FRA-Ligue 1,Lyon,Georges Mikautadze,34,6,4.3,1449,FW,1.7000000000000002,0.10559006211180125
FRA-Ligue 1,Lyon,Henrique,36,2,0.9,2068,DF,1.1,0.047872340425531915
FRA-Ligue 1,Lyon,Houssem Aouar,176,24,21.1,12261,"MF,FW",2.8999999999999986,0.02128700758502568
FRA-Ligue 1,Lyon,Islam Slimani,30,2,2.5,1152,FW,-0.5,-0.0390625
FRA-Ligue 1,Lyon,Jake O'Brien,27,2,1.1,2369,DF,0.8999999999999999,0.034191642043056136
FRA-Ligue 1,Lyon,Jason Denayer,102,1,0.5,8501,DF,0.5,0.005293494882954946
FRA-Ligue 1,Lyon,Jeff Reine-Adélaïde,39,2,3.1,1341,"MF,FW",-1.1,-0.0738255033557047
FRA-Ligue 1,Lyon,Jeffinho,19,1,1.1,754,FW,-0.10000000000000009,-0.01193633952254643
FRA-Ligue 1,Lyon,Joachim Andersen,21,0,0.2,1723,DF,-0.2,-0.01044689495066744
FRA-Ligue 1,Lyon,Johann Lepenant,37,2,1.3,2186,MF,0.7,0.028819762122598354
FRA-Ligue 1,Lyon,Jordan Ferri,28,1,0.8,754,MF,0.19999999999999996,0.02387267904509283
FRA-Ligue 1,Lyon,Jordan Veretout,27,0,0.6,1553,MF,-0.6,-0.03477141017385705
FRA-Ligue 1,Lyon,Jérémy Morel,45,0,0.2,3980,DF,-0.2,-0.004522613065326633
FRA-Ligue 1,Lyon,Jérôme Boateng,32,1,1.9,2050,DF,-0.8999999999999999,-0.03951219512195121
FRA-Ligue 1,Lyon,Karl Toko Ekambi,92,14,16.1,6998,"FW,MF",-2.1000000000000014,-0.027007716490425857
FRA-Ligue 1,Lyon,Kenny Tete,54,8,6.0,3748,DF,2.0,0.048025613660619
FRA-Ligue 1,Lyon,Leo Dubois,101,10,13.3,8035,DF,-3.3000000000000007,-0.036963285625388934
FRA-Ligue 1,Lyon,Lucas Paquetá,67,11,9.799999999999999,5133,MF,1.200000000000001,0.021040327293980147
FRA-Ligue 1,Lyon,Lucas Tousart,91,2,1.7999999999999998,6622,MF,0.20000000000000018,0.0027182120205376044
FRA-Ligue 1,Lyon,Malick Fofana,46,4,4.2,2148,FW,-0.20000000000000018,-0.008379888268156431
FRA-Ligue 1,Lyon,Malo Gusto,53,5,7.300000000000001,3481,"DF,MF",-2.3000000000000007,-0.059465670784257414
FRA-Ligue 1,Lyon,Mama Samba Baldé,22,3,2.3,584,"FW,MF",0.7000000000000002,0.10787671232876715
FRA-Ligue 1,Lyon,Marcelo,121,2,3.5,10573,DF,-1.5,-0.012768372268987041
FRA-Ligue 1,Lyon,Mariano,37,4,3.0,2650,FW,1.0,0.033962264150943396
FRA-Ligue 1,Lyon,Martin Terrier,55,2,4.3,2684,FW,-2.3,-0.07712369597615498
FRA-Ligue 1,Lyon,Mattia De Sciglio,29,1,1.0,1467,DF,0.0,0.0
FRA-Ligue 1,Lyon,Maxence Caqueret,147,11,15.1,11026,MF,-4.1,-0.03346635225829857
FRA-Ligue 1,Lyon,Maxwel Cornet,116,19,13.4,6392,FW,5.6,0.07884856070087609
FRA-Ligue 1,Lyon,Melvin Bard,15,0,0.4,477,DF,-0.4,-0.07547169811320756
FRA-Ligue 1,Lyon,Memphis,122,37,35.3,9233,FW,1.7000000000000028,0.016570995342792185
FRA-Ligue 1,Lyon,Moussa Dembélé,129,10,9.6,7965,FW,0.40000000000000036,0.0045197740112994395
FRA-Ligue 1,Lyon,Moussa Niakhate,31,0,1.0,2726,DF,-1.0,-0.03301540719002201
FRA-Ligue 1,Lyon,Nabil Fekir,59,15,11.100000000000001,4465,"MF,FW",3.8999999999999986,0.07861142217245237
FRA-Ligue 1,Lyon,Nemanja Matić,44,1,1.9,3264,MF,-0.8999999999999999,-0.024816176470588234
FRA-Ligue 1,Lyon,Nicolás Tagliafico,83,5,6.0,7016,DF,-1.0,-0.01282782212086659
FRA-Ligue 1,Lyon,Orel Mangala,9,0,0.7,465,MF,-0.7,-0.13548387096774195
FRA-Ligue 1,Lyon,Pape Cheikh Diop,13,0,0.1,464,MF,-0.1,-0.01939655172413793
FRA-Ligue 1,Lyon,Rafael,55,3,4.2,3535,DF,-1.2000000000000002,-0.030551626591230556
FRA-Ligue 1,Lyon,Rayan Cherki,146,27,25.1,6913,"MF,FW",1.8999999999999986,0.02473600462895991
FRA-Ligue 1,Lyon,Romain Faivre,24,1,2.5999999999999996,1189,"FW,MF",-1.5999999999999996,-0.12111017661900754
FRA-Ligue 1,Lyon,Sael Kumbedi,51,3,2.1999999999999997,3195,DF,0.8000000000000003,0.022535211267605645
FRA-Ligue 1,Lyon,Saïd Benrahma,25,6,5.7,1505,"FW,MF",0.2999999999999998,0.017940199335548163
FRA-Ligue 1,Lyon,Sinaly Diomande,72,0,1.2,4558,DF,-1.2,-0.023694602896007017
FRA-Ligue 1,Lyon,Tanguy Ndombele,77,15,9.8,5743,MF,5.199999999999999,0.08149051018631376
FRA-Ligue 1,Lyon,Tanner Tessmann,25,0,0.6,1234,MF,-0.6,-0.04376012965964343
FRA-Ligue 1,Lyon,Tetê,26,7,3.5999999999999996,1690,"FW,MF",3.4000000000000004,0.18106508875739646
FRA-Ligue 1,Lyon,Thiago Almada,16,4,2.6,951,"MF,FW",1.4,0.13249211356466878
FRA-Ligue 1,Lyon,Thiago Mendes,114,9,4.7,7981,MF,4.3,0.0484901641398321
FRA-Ligue 1,Lyon,Tino Kadewere,59,3,4.8,2811,FW,-1.7999999999999998,-0.05763073639274279
FRA-Ligue 1,Lyon,Xherdan Shaqiri,11,3,1.7,679,"FW,MF",1.3,0.1723122238586156
FRA-Ligue 1,Lyon,Youssouf Koné,11,0,0.4,818,DF,-0.4,-0.04400977995110025
FRA-Ligue 1,Marseille,Adil Rami,49,3,3.6,4367,DF,-0.6000000000000001,-0.012365468284863753
FRA-Ligue 1,Marseille,Adrien Rabiot,29,4,3.8,2485,MF,0.20000000000000018,0.0072434607645875315
FRA-Ligue 1,Marseille,Alexis Sánchez,35,3,5.8,2679,"FW,MF",-2.8,-0.09406494960806269
FRA-Ligue 1,Marseille,Amine Gouiri,14,3,3.6,1048,"FW,MF",-0.6000000000000001,-0.05152671755725192
FRA-Ligue 1,Marseille,Amine Harit,74,10,10.4,4020,"FW,MF",-0.40000000000000036,-0.008955223880597022
FRA-Ligue 1,Marseille,Andre-Frank Zambo Anguissa,37,0,3.2,2439,MF,-3.2,-0.11808118081180811
FRA-Ligue 1,Marseille,Arkadiusz Milik,40,3,2.8,2765,FW,0.20000000000000018,0.0065099457504520855
FRA-Ligue 1,Marseille,Azzedine Ounahi,28,0,1.5999999999999999,1330,"MF,FW",-1.5999999999999999,-0.10827067669172932
FRA-Ligue 1,Marseille,Bamba Dieng,40,1,2.0,1298,"FW,DF",-1.0,-0.06933744221879816
FRA-Ligue 1,Marseille,Bilal Nadir,20,0,0.5,496,"MF,FW",-0.5,-0.0907258064516129
FRA-Ligue 1,Marseille,Boubacar Kamara,130,5,5.5,10677,"DF,MF",-0.5,-0.0042146670413037365
FRA-Ligue 1,Marseille,Bouna Sarr,87,7,6.6,6271,"DF,FW",0.40000000000000036,0.005740711210333285
FRA-Ligue 1,Marseille,Cengiz Ünder,69,6,12.2,4690,"FW,MF",-6.199999999999999,-0.11897654584221747
FRA-Ligue 1,Marseille,Chancel Mbemba,61,2,1.5,5056,DF,0.5,0.008900316455696203
FRA-Ligue 1,Marseille,Clinton N'Jie,39,5,4.0,1238,FW,1.0,0.07269789983844911
FRA-Ligue 1,Marseille,Darío Benedetto,60,3,3.5,3734,FW,-0.5,-0.01205141938939475
FRA-Ligue 1,Marseille,Derek Cornelius,21,0,0.1,1420,DF,-0.1,-0.006338028169014085
FRA-Ligue 1,Marseille,Dimitri Payet,172,47,49.9,12025,"MF,FW",-2.8999999999999986,-0.021704781704781694
FRA-Ligue 1,Marseille,Duje Ćaleta-Car,103,2,2.1,8311,DF,-0.10000000000000009,-0.001082902177836603
FRA-Ligue 1,Marseille,Elye Wahi,13,1,0.4,574,FW,0.6,0.09407665505226481
FRA-Ligue 1,Marseille,Faris Pemi Moumbagna,14,1,1.1,555,FW,-0.10000000000000009,-0.01621621621621623
FRA-Ligue 1,Marseille,Florian Thauvin,106,27,27.9,8317,FW,-0.8999999999999986,-0.009739088613682802
FRA-Ligue 1,Marseille,Geoffrey Kondogbia,51,0,0.7,3483,MF,-0.7,-0.01808785529715762
FRA-Ligue 1,Marseille,Gerson,45,4,3.4,2961,"MF,FW",0.6000000000000001,0.018237082066869303
FRA-Ligue 1,Marseille,Gerónimo Rulli,34,0,0.1,3060,GK,-0.1,-0.0029411764705882357
FRA-Ligue 1,Marseille,Grégory Sertic,11,0,0.1,458,"DF,MF",-0.1,-0.019650655021834062
FRA-Ligue 1,Marseille,Hiroki Sakai,110,8,7.199999999999999,8899,DF,0.8000000000000007,0.00809079671873245
FRA-Ligue 1,Marseille,Iliman Ndiaye,30,3,2.6,1618,"FW,MF",0.3999999999999999,0.022249690976514212
FRA-Ligue 1,Marseille,Ismaila Sarr,23,4,2.5,1447,"FW,MF",1.5,0.09329647546648238
FRA-Ligue 1,Marseille,Ismaël Bennacer,12,2,1.8,646,MF,0.19999999999999996,0.027863777089783274
FRA-Ligue 1,Marseille,Issa Kaboré,22,0,0.9,1028,DF,-0.9,-0.07879377431906615
FRA-Ligue 1,Marseille,Jean Onana,13,0,0.1,566,MF,-0.1,-0.01590106007067138
FRA-Ligue 1,Marseille,Jonathan Clauss,61,13,13.0,4658,DF,0.0,0.0
FRA-Ligue 1,Marseille,Jonathan Rowe,28,3,4.5,807,"FW,MF",-1.5,-0.16728624535315983
FRA-Ligue 1,Marseille,Jordan Amavi,96,8,5.3,7475,DF,2.7,0.03250836120401338
FRA-Ligue 1,Marseille,Jordan Veretout,67,5,8.8,5046,MF,-3.8000000000000007,-0.06777645659928658
FRA-Ligue 1,Marseille,Kevin Strootman,64,8,3.8000000000000003,3591,MF,4.199999999999999,0.10526315789473682
FRA-Ligue 1,Marseille,Konrad De La Fuente,16,2,1.4,785,"FW,MF",0.6000000000000001,0.06878980891719746
FRA-Ligue 1,Marseille,Kostas Mitroglou,33,0,1.3,1456,FW,-1.3,-0.08035714285714286
FRA-Ligue 1,Marseille,Leonardo Balerdi,127,1,1.1,9767,DF,-0.10000000000000009,-0.0009214702569878168
FRA-Ligue 1,Marseille,Luan Peres Petroni,34,2,1.7,2679,DF,0.30000000000000004,0.01007838745800672
FRA-Ligue 1,Marseille,Lucas Ocampos,65,11,5.9,4746,FW,5.1,0.09671302149178254
FRA-Ligue 1,Marseille,Luis Henrique,87,13,7.4,4771,"FW,DF",5.6,0.10563823097883042
FRA-Ligue 1,Marseille,Luiz Gustavo,67,1,1.3,5645,"MF,DF",-0.30000000000000004,-0.004782993799822852
FRA-Ligue 1,Marseille,Mario Balotelli,15,0,0.7,933,FW,-0.7,-0.067524115755627
FRA-Ligue 1,Marseille,Mason Greenwood,34,5,5.7,2804,"FW,MF",-0.7000000000000002,-0.022467902995720407
FRA-Ligue 1,Marseille,Mattéo Guendouzi,73,10,5.7,5279,MF,4.3,0.07330933888994128
FRA-Ligue 1,Marseille,Maxime Lopez,83,7,6.0,4802,"MF,FW",1.0,0.018742190753852563
FRA-Ligue 1,Marseille,Michael Amir Murillo,46,5,4.5,3434,DF,0.5,0.013104251601630751
FRA-Ligue 1,Marseille,Mickaël Cuisance,23,1,0.5,1024,MF,0.5,0.0439453125
FRA-Ligue 1,Marseille,Morgan Sanson,105,12,11.9,7567,MF,0.09999999999999964,0.0011893749174045154
FRA-Ligue 1,Marseille,Neal Maupay,22,4,2.2,1042,FW,1.7999999999999998,0.15547024952015354
FRA-Ligue 1,Marseille,Nemanja Radonjić,51,2,1.7999999999999998,1975,"FW,MF",0.20000000000000018,0.009113924050632919
FRA-Ligue 1,Marseille,Nuno Tavares,31,0,2.6,2349,"DF,MF",-2.6,-0.0996168582375479
FRA-Ligue 1,Marseille,Pape Gueye,89,2,3.2,4843,MF,-1.2000000000000002,-0.02230022713194301
FRA-Ligue 1,Marseille,Pau López,95,3,1.6,8474,GK,1.4,0.014869011092754307
FRA-Ligue 1,Marseille,Pierre Højbjerg,30,4,3.9,2664,MF,0.10000000000000009,0.003378378378378381
FRA-Ligue 1,Marseille,Pierre-Emerick Aubameyang,34,8,5.6,2622,FW,2.4000000000000004,0.08237986270022885
FRA-Ligue 1,Marseille,Pol Lirola,72,6,5.7,4003,"DF,FW",0.2999999999999998,0.006744941294029474
FRA-Ligue 1,Marseille,Quentin Merlin,37,4,4.1,2292,DF,-0.09999999999999964,-0.003926701570680614
FRA-Ligue 1,Marseille,Renan Lodi,14,0,1.3,1235,DF,-1.3,-0.09473684210526316
FRA-Ligue 1,Marseille,Rolando,41,0,0.2,3315,DF,-0.2,-0.005429864253393665
FRA-Ligue 1,Marseille,Ruslan Malinovskyi,20,1,2.4,1227,"MF,FW",-1.4,-0.10268948655256724
FRA-Ligue 1,Marseille,Samuel Gigot,47,2,1.3,3605,DF,0.7,0.017475728155339803
FRA-Ligue 1,Marseille,Saîf-Eddine Khaoui,24,1,0.6,712,"MF,FW",0.4,0.050561797752808994
FRA-Ligue 1,Marseille,Sead Kolašinac,47,2,1.1,2654,DF,0.8999999999999999,0.030519969856819894
FRA-Ligue 1,Marseille,Ulisses Garcia,33,2,2.3,1836,DF,-0.2999999999999998,-0.014705882352941168
FRA-Ligue 1,Marseille,Valentin Rongier,152,8,9.200000000000001,11316,MF,-1.200000000000001,-0.009544008483563104
FRA-Ligue 1,Marseille,Valère Germain,120,11,10.9,6544,FW,0.09999999999999964,0.0013753056234718777
FRA-Ligue 1,Marseille,Vitinha,32,2,3.1,1387,FW,-1.1,-0.0713770728190339
FRA-Ligue 1,Marseille,William Saliba,36,0,0.4,3240,DF,-0.4,-0.011111111111111112
FRA-Ligue 1,Marseille,Yuto Nagatomo,25,1,0.4,1594,DF,0.6,0.03387703889585947
FRA-Ligue 1,Marseille,Álvaro González,58,3,1.5999999999999999,4910,DF,1.4000000000000001,0.025661914460285134
FRA-Ligue 1,Metz,Aaron Leya Iseka,21,0,0.6,1008,FW,-0.6,-0.05357142857142857
FRA-Ligue 1,Metz,Ablie Jallow,19,2,1.9,1047,FW,0.10000000000000009,0.008595988538681956
FRA-Ligue 1,Metz,Adama Traoré,15,4,2.6,1007,"FW,MF",1.4,0.12512413108242304
FRA-Ligue 1,Metz,Alexandre Oukidja,116,0,0.1,10304,GK,-0.1,-0.0008734472049689441
FRA-Ligue 1,Metz,Amadou Mbengue,12,0,0.1,610,"DF,MF",-0.1,-0.014754098360655738
FRA-Ligue 1,Metz,Arthur Atta,21,2,1.3,924,"MF,FW",0.7,0.06818181818181818
FRA-Ligue 1,Metz,Benoît Assou-Ekotto,13,0,0.5,1051,DF,-0.5,-0.0428163653663178
FRA-Ligue 1,Metz,Boubacar Traoré,29,1,1.4,1780,MF,-0.3999999999999999,-0.02022471910112359
FRA-Ligue 1,Metz,Boubakar Kouyaté,55,0,0.30000000000000004,4629,DF,-0.30000000000000004,-0.005832793259883345
FRA-Ligue 1,Metz,Cafú,10,0,0.2,680,MF,-0.2,-0.02647058823529412
FRA-Ligue 1,Metz,Cheikh Tidiane Sabaly,36,1,1.2,1541,FW,-0.19999999999999996,-0.011680726800778711
FRA-Ligue 1,Metz,Chris Philipps,11,0,0.4,849,"MF,DF",-0.4,-0.04240282685512368
FRA-Ligue 1,Metz,Danijel Milićević,12,3,1.9,712,"MF,FW",1.1,0.13904494382022473
FRA-Ligue 1,Metz,Danley Jean-Jacques,33,0,0.6,2682,MF,-0.6,-0.020134228187919462
FRA-Ligue 1,Metz,Didier Lamkel Zé,18,0,1.2,1155,FW,-1.2,-0.09350649350649351
FRA-Ligue 1,Metz,Dylan Bronn,77,2,1.5,6767,DF,0.5,0.006649918723215605
FRA-Ligue 1,Metz,Emmanuel Rivière,28,2,2.0,2009,FW,0.0,0.0
FRA-Ligue 1,Metz,Fabien Centonze,83,4,4.8,7327,DF,-0.7999999999999998,-0.009826668486420088
FRA-Ligue 1,Metz,Fali Candé,36,3,2.0,2822,DF,1.0,0.03189227498228207
FRA-Ligue 1,Metz,Fallou Diagne,29,1,0.4,2238,"DF,MF",0.6,0.024128686327077747
FRA-Ligue 1,Metz,Farid Boulaya,83,12,14.2,5341,"MF,FW",-2.1999999999999993,-0.037071709417712026
FRA-Ligue 1,Metz,Florent Mollet,22,1,1.3,1412,"MF,FW",-0.30000000000000004,-0.019121813031161474
FRA-Ligue 1,Metz,Georges Mandjeck,14,1,0.2,968,"MF,DF",0.8,0.0743801652892562
FRA-Ligue 1,Metz,Georges Mikautadze,22,4,2.4,1756,FW,1.6,0.08200455580865604
FRA-Ligue 1,Metz,Gerónimo Poblete,25,0,0.3,1656,MF,-0.3,-0.016304347826086956
FRA-Ligue 1,Metz,Habib Diallo,31,3,3.0,2354,"FW,MF",0.0,0.0
FRA-Ligue 1,Metz,Habib Maïga,81,5,3.6,6373,MF,1.4,0.0197709085203201
FRA-Ligue 1,Metz,Ibrahim Amadou,10,0,0.1,812,"DF,MF",-0.1,-0.011083743842364534
FRA-Ligue 1,Metz,Ibrahima Niane,87,2,2.8,4045,"FW,MF",-0.7999999999999998,-0.01779975278121137
FRA-Ligue 1,Metz,Ismaël Traoré,26,0,0.2,2220,DF,-0.2,-0.008108108108108109
FRA-Ligue 1,Metz,Iván Balliu,25,1,1.0,1951,DF,0.0,0.0
FRA-Ligue 1,Metz,Jemerson,15,0,0.5,1202,DF,-0.5,-0.03743760399334443
FRA-Ligue 1,Metz,Joel Asoro,20,1,0.3,848,"FW,MF",0.7,0.07429245283018868
FRA-Ligue 1,Metz,John Boye,59,2,0.30000000000000004,5156,DF,1.7,0.029674166020170676
FRA-Ligue 1,Metz,Jonathan Rivierez,26,0,0.4,2064,DF,-0.4,-0.01744186046511628
FRA-Ligue 1,Metz,Joseph Nduquidi,13,0,0.1,751,"MF,DF",-0.1,-0.011984021304926765
FRA-Ligue 1,Metz,Julian Palmieri,15,0,0.6,1127,DF,-0.6,-0.04791481810115351
FRA-Ligue 1,Metz,Koffi Kouao,13,2,1.5,860,DF,0.5,0.05232558139534883
FRA-Ligue 1,Metz,Kévin N'Doram,68,2,1.2,4792,MF,0.8,0.015025041736227046
FRA-Ligue 1,Metz,Kévin Van Den Kerkhof,29,2,3.5,1913,"FW,MF",-1.5,-0.0705697856769472
FRA-Ligue 1,Metz,Lamine Camara,31,4,3.3,2255,MF,0.7000000000000002,0.027937915742793796
FRA-Ligue 1,Metz,Lamine Gueye,40,5,3.5,2009,"FW,MF",1.5,0.06719761075161772
FRA-Ligue 1,Metz,Louis Mafouta,15,0,0.2,525,FW,-0.2,-0.03428571428571429
FRA-Ligue 1,Metz,Mamadou Fofana,37,0,0.6,2690,"DF,MF",-0.6,-0.02007434944237918
FRA-Ligue 1,Metz,Marvin Gakpa,13,0,0.9,468,"MF,FW",-0.9,-0.17307692307692307
FRA-Ligue 1,Metz,Mathieu Dossevi,30,11,11.1,2509,"FW,MF",-0.09999999999999964,-0.00358708648864088
FRA-Ligue 1,Metz,Matthieu Udol,86,7,6.6,6887,DF,0.40000000000000036,0.00522723972702193
FRA-Ligue 1,Metz,Maxime Colin,22,0,0.4,1832,DF,-0.4,-0.019650655021834062
FRA-Ligue 1,Metz,Milan Biševac,10,0,0.1,710,DF,-0.1,-0.01267605633802817
FRA-Ligue 1,Metz,Moussa Niakhate,35,1,0.2,3105,DF,0.8,0.023188405797101453
FRA-Ligue 1,Metz,Nicolas de Préville,27,2,2.2,1969,"FW,MF",-0.20000000000000018,-0.00914169629253429
FRA-Ligue 1,Metz,Nolan Roux,35,1,1.9,2834,"FW,MF",-0.8999999999999999,-0.028581510232886378
FRA-Ligue 1,Metz,Opa Nguette,85,5,3.6999999999999997,5028,"FW,MF",1.3000000000000003,0.02326968973747017
FRA-Ligue 1,Metz,Papa Amadou Diallo,16,1,0.9,889,FW,0.09999999999999998,0.01012373453318335
FRA-Ligue 1,Metz,Papa Ndiaga Yade,48,5,3.0999999999999996,1701,FW,1.9000000000000004,0.10052910052910055
FRA-Ligue 1,Metz,Pape Matar Sarr,55,3,2.0,3723,MF,1.0,0.024174053182917002
FRA-Ligue 1,Metz,Renaud Cohade,50,3,4.1,4062,MF,-1.0999999999999996,-0.024372230428360404
FRA-Ligue 1,Metz,Simon Elisor,14,0,0.9,767,FW,-0.9,-0.10560625814863103
FRA-Ligue 1,Metz,Thierry Ambrose,41,1,1.9,1301,FW,-0.8999999999999999,-0.062259800153727896
FRA-Ligue 1,Metz,Thomas Delaine,69,4,3.8000000000000003,5349,DF,0.19999999999999973,0.003365114974761633
FRA-Ligue 1,Metz,Vagner Gonçalves,29,1,1.7000000000000002,1053,"FW,MF",-0.7000000000000002,-0.05982905982905984
FRA-Ligue 1,Metz,Victorien Angban,46,1,0.6,2701,MF,0.4,0.013328396890040726
FRA-Ligue 1,Metz,Vincent Pajot,49,3,1.5,3744,MF,1.5,0.036057692307692304
FRA-Ligue 1,Metz,Warren Tchimbembé,24,0,0.30000000000000004,700,"MF,FW",-0.30000000000000004,-0.038571428571428576
FRA-Ligue 1,Metz,William Mikelbrencis,9,1,0.2,610,DF,0.8,0.1180327868852459
FRA-Ligue 1,Monaco,Adama Diakhaby,22,3,0.6,850,FW,2.4,0.2541176470588235
FRA-Ligue 1,Monaco,Adama Traoré,11,1,0.3,454,"MF,FW",0.7,0.13876651982378851
FRA-Ligue 1,Monaco,Adrien Silva,37,2,2.8,2405,MF,-0.7999999999999998,-0.029937629937629932
FRA-Ligue 1,Monaco,Aleksandr Golovin,181,33,28.900000000000002,12686,"MF,FW",4.099999999999998,0.02908718272110987
FRA-Ligue 1,Monaco,Almamy Touré,24,5,2.7,1594,DF,2.3,0.12986198243412797
FRA-Ligue 1,Monaco,Andrea Raggi,26,0,0.4,2101,DF,-0.4,-0.017134697762970014
FRA-Ligue 1,Monaco,Antonio Barreca,7,1,0.3,593,DF,0.7,0.10623946037099492
FRA-Ligue 1,Monaco,Aurélien Tchouaméni,74,6,5.0,6057,MF,1.0,0.01485884101040119
FRA-Ligue 1,Monaco,Axel Disasi,99,3,2.6,8062,DF,0.3999999999999999,0.004465393202679235
FRA-Ligue 1,Monaco,Benjamin Henrichs,35,2,3.0,2714,"DF,MF",-1.0,-0.03316138540899042
FRA-Ligue 1,Monaco,Benoît Badiashile,106,1,2.2,8720,DF,-1.2000000000000002,-0.012385321100917432
FRA-Ligue 1,Monaco,Breel Embolo,66,6,8.9,3882,FW,-2.9000000000000004,-0.06723338485316849
FRA-Ligue 1,Monaco,Caio Henrique Oliveira Silva,136,32,21.5,10478,DF,10.5,0.09018896736018324
FRA-Ligue 1,Monaco,Carlos Vinícius,16,1,0.9,523,"FW,MF",0.09999999999999998,0.017208413001912042
FRA-Ligue 1,Monaco,Cesc Fàbregas,54,6,6.6,2811,MF,-0.5999999999999996,-0.019210245464247586
FRA-Ligue 1,Monaco,Chrislain Matsima,30,2,0.6,1230,"DF,FW",1.4,0.1024390243902439
FRA-Ligue 1,Monaco,Denis Zakaria,51,4,2.5,4281,"MF,DF",1.5,0.03153468815697267
FRA-Ligue 1,Monaco,Djibril Sidibé,100,11,10.299999999999999,7158,DF,0.7000000000000011,0.008801341156747708
FRA-Ligue 1,Monaco,Eliesse Ben Seghir,65,5,6.9,3230,"FW,MF",-1.9000000000000004,-0.05294117647058824
FRA-Ligue 1,Monaco,Eliot Matazo,60,2,1.6,2449,MF,0.3999999999999999,0.014699877501020822
FRA-Ligue 1,Monaco,Fabinho,34,3,4.2,3060,MF,-1.2000000000000002,-0.03529411764705883
FRA-Ligue 1,Monaco,Fodé Ballo-Touré,63,6,4.6,3935,DF,1.4000000000000004,0.032020330368487934
